2021-12-16 10:47:14.179  WARN 50804 --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=13h33m33s361ms539µs700ns).
2021-12-16 23:16:52.376 DEBUG 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 3
2021-12-16 23:16:52.376 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:16:52.376 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==      Total: 24
2021-12-16 23:16:52.378  INFO 12372 --- [XNIO-1 task-2] c.cdt.blog.service.impl.TagServiceImpl   : tags: [集合, c++, java, 高数]
2021-12-16 23:16:52.411 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT id,title,gmt_create FROM articles ORDER BY gmt_create DESC 
2021-12-16 23:16:52.412 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 23:16:52.414 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: id, title, gmt_create
2021-12-16 23:16:52.415 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b09, 测试数据0, 2022-12-15 22:09:17
2021-12-16 23:16:52.416 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0a, 测试数据1, 2022-12-13 22:09:17
2021-12-16 23:16:52.417 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9cf761dce36848be7f927, 快速入门SpringBoot, 2022-12-04 22:09:17
2021-12-16 23:16:52.418 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0b, 测试数据2, 2022-12-04 22:09:17
2021-12-16 23:16:52.418 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0c, 测试数据3, 2022-12-04 22:09:17
2021-12-16 23:16:52.419 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0d, 测试数据4, 2022-12-04 22:09:17
2021-12-16 23:16:52.420 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0e, 测试数据5, 2022-12-04 22:09:17
2021-12-16 23:16:52.420 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0f, 测试数据6, 2022-12-04 22:09:17
2021-12-16 23:16:52.421 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b10, 测试数据7, 2022-12-04 22:09:17
2021-12-16 23:16:52.422 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b11, 测试数据8, 2022-12-04 22:09:17
2021-12-16 23:16:52.423 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b12, 测试数据9, 2022-12-04 22:09:17
2021-12-16 23:16:52.424 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b13, 测试数据10, 2022-12-04 22:09:17
2021-12-16 23:16:52.425 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b14, 测试数据11, 2022-12-04 22:09:17
2021-12-16 23:16:52.425 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b15, 测试数据12, 2022-12-04 22:09:17
2021-12-16 23:16:52.426 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b16, 测试数据13, 2022-12-04 22:09:17
2021-12-16 23:16:52.426 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b17, 测试数据14, 2022-12-04 22:09:17
2021-12-16 23:16:52.427 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b18, 测试数据15, 2022-12-04 22:09:17
2021-12-16 23:16:52.427 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b19, 测试数据16, 2022-12-04 22:09:17
2021-12-16 23:16:52.427 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1a, 测试数据17, 2022-12-04 22:09:17
2021-12-16 23:16:52.428 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1b, 测试数据18, 2022-12-04 22:09:17
2021-12-16 23:16:52.428 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1c, 测试数据19, 2022-12-04 22:09:17
2021-12-16 23:16:52.428 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9c7fc1dce70165fbc2ed8, 快速入门SpringBoot, 2018-12-04 22:09:17
2021-12-16 23:16:52.428 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9ece31dcef546e479a9ba, 快速入门SpringBoot, 2017-12-04 22:09:17
2021-12-16 23:16:52.428 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9ecee1dcef546e479a9bb, 快速入门SpringBoot, 2017-12-04 22:09:17
2021-12-16 23:16:52.428 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 24
2021-12-16 23:19:38.930 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT sum(views) as total_views FROM articles 
2021-12-16 23:19:38.931 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 23:19:38.933 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: total_views
2021-12-16 23:19:38.933 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 47
2021-12-16 23:19:38.934 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 1
2021-12-16 23:19:38.937 DEBUG 12372 --- [XNIO-1 task-2] c.c.blog.dao.ArticleMapper.selectCount   : ==>  Preparing: SELECT COUNT( 1 ) FROM articles 
2021-12-16 23:19:38.938 DEBUG 12372 --- [XNIO-1 task-2] c.c.blog.dao.ArticleMapper.selectCount   : ==> Parameters: 
2021-12-16 23:19:38.939 TRACE 12372 --- [XNIO-1 task-2] c.c.blog.dao.ArticleMapper.selectCount   : <==    Columns: COUNT( 1 )
2021-12-16 23:19:38.940 TRACE 12372 --- [XNIO-1 task-2] c.c.blog.dao.ArticleMapper.selectCount   : <==        Row: 24
2021-12-16 23:19:38.940 DEBUG 12372 --- [XNIO-1 task-2] c.c.blog.dao.ArticleMapper.selectCount   : <==      Total: 1
2021-12-16 23:19:39.066 DEBUG 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : ==>  Preparing: SELECT COUNT(1) FROM t_blog 
2021-12-16 23:19:39.067 DEBUG 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : ==> Parameters: 
2021-12-16 23:19:39.068 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==    Columns: COUNT(1)
2021-12-16 23:19:39.068 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 21
2021-12-16 23:19:39.070 DEBUG 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : ==>  Preparing: SELECT id,title,first_picture,flag,views,appreciation,description,commentabled,published,recommend,share_statement,create_time,update_time FROM t_blog LIMIT ?,? 
2021-12-16 23:19:39.070 DEBUG 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : ==> Parameters: 0(Long), 5(Long)
2021-12-16 23:19:39.072 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==    Columns: id, title, first_picture, flag, views, appreciation, description, commentabled, published, recommend, share_statement, create_time, update_time
2021-12-16 23:19:39.072 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 1, 我是张三, null, null, 1, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58
2021-12-16 23:19:39.073 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 23, 测试标题数据0, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58
2021-12-16 23:19:39.074 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 24, 测试标题数据1, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58
2021-12-16 23:19:39.075 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 25, 测试标题数据2, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58
2021-12-16 23:19:39.075 TRACE 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 26, 测试标题数据3, null, null, 0, 1, null, 1, 1, 1, 1, 2021-12-16 22:56:58, 2021-12-16 22:56:58
2021-12-16 23:19:39.076 DEBUG 12372 --- [XNIO-1 task-2] com.cdt.blog.dao.BlogMapper.selectPage   : <==      Total: 5
2021-12-16 23:19:39.189 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT id,title,gmt_create FROM articles ORDER BY gmt_create DESC 
2021-12-16 23:19:39.190 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 23:19:39.192 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: id, title, gmt_create
2021-12-16 23:19:39.192 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b09, 测试数据0, 2022-12-15 22:09:17
2021-12-16 23:19:39.193 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0a, 测试数据1, 2022-12-13 22:09:17
2021-12-16 23:19:39.193 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9cf761dce36848be7f927, 快速入门SpringBoot, 2022-12-04 22:09:17
2021-12-16 23:19:39.194 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0b, 测试数据2, 2022-12-04 22:09:17
2021-12-16 23:19:39.194 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0c, 测试数据3, 2022-12-04 22:09:17
2021-12-16 23:19:39.195 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0d, 测试数据4, 2022-12-04 22:09:17
2021-12-16 23:19:39.195 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0e, 测试数据5, 2022-12-04 22:09:17
2021-12-16 23:19:39.196 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0f, 测试数据6, 2022-12-04 22:09:17
2021-12-16 23:19:39.197 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b10, 测试数据7, 2022-12-04 22:09:17
2021-12-16 23:19:39.198 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b11, 测试数据8, 2022-12-04 22:09:17
2021-12-16 23:19:39.198 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b12, 测试数据9, 2022-12-04 22:09:17
2021-12-16 23:19:39.199 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b13, 测试数据10, 2022-12-04 22:09:17
2021-12-16 23:19:39.200 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b14, 测试数据11, 2022-12-04 22:09:17
2021-12-16 23:19:39.202 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b15, 测试数据12, 2022-12-04 22:09:17
2021-12-16 23:19:39.203 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b16, 测试数据13, 2022-12-04 22:09:17
2021-12-16 23:19:39.203 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b17, 测试数据14, 2022-12-04 22:09:17
2021-12-16 23:19:39.204 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b18, 测试数据15, 2022-12-04 22:09:17
2021-12-16 23:19:39.204 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b19, 测试数据16, 2022-12-04 22:09:17
2021-12-16 23:19:39.205 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1a, 测试数据17, 2022-12-04 22:09:17
2021-12-16 23:19:39.205 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1b, 测试数据18, 2022-12-04 22:09:17
2021-12-16 23:19:39.205 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1c, 测试数据19, 2022-12-04 22:09:17
2021-12-16 23:19:39.206 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9c7fc1dce70165fbc2ed8, 快速入门SpringBoot, 2018-12-04 22:09:17
2021-12-16 23:19:39.206 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9ece31dcef546e479a9ba, 快速入门SpringBoot, 2017-12-04 22:09:17
2021-12-16 23:19:39.207 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9ecee1dcef546e479a9bb, 快速入门SpringBoot, 2017-12-04 22:09:17
2021-12-16 23:19:39.207 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 24
2021-12-16 23:19:39.226 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : ==>  Preparing: SELECT tags FROM articles 
2021-12-16 23:19:39.227 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : ==> Parameters: 
2021-12-16 23:19:39.229 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==    Columns: tags
2021-12-16 23:19:39.229 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: 集合,c++,java,高数
2021-12-16 23:19:39.230 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.230 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合,c++
2021-12-16 23:19:39.230 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合,c++,高数
2021-12-16 23:19:39.230 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.230 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.231 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.231 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.231 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.231 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.231 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.232 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.232 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.232 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.232 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.232 DEBUG 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT category as 'name',count(1) as 'count' FROM articles GROUP BY category 
2021-12-16 23:19:39.232 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.233 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.233 DEBUG 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 23:19:39.233 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.233 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.234 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.234 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: 集合,c++,java,高数
2021-12-16 23:19:39.234 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.235 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.235 TRACE 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: name, count
2021-12-16 23:19:39.235 TRACE 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 23:19:39.235 TRACE 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: JAVA, 2
2021-12-16 23:19:39.236 DEBUG 12372 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectList  : <==      Total: 24
2021-12-16 23:19:39.236 TRACE 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: MYSQL, 2
2021-12-16 23:19:39.236 TRACE 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 设计模式, 20
2021-12-16 23:19:39.237  INFO 12372 --- [XNIO-1 task-2] c.cdt.blog.service.impl.TagServiceImpl   : tags: [集合, c++, java, 高数]
2021-12-16 23:19:39.237 DEBUG 12372 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 3
2021-12-16 23:19:47.460 DEBUG 12372 --- [XNIO-1 task-1] com.cdt.blog.dao.BlogMapper.selectPage   : ==>  Preparing: SELECT COUNT(1) FROM t_blog 
2021-12-16 23:19:47.460 DEBUG 12372 --- [XNIO-1 task-1] com.cdt.blog.dao.BlogMapper.selectPage   : ==> Parameters: 
2021-12-16 23:19:47.463 TRACE 12372 --- [XNIO-1 task-1] com.cdt.blog.dao.BlogMapper.selectPage   : <==    Columns: COUNT(1)
2021-12-16 23:19:47.464 TRACE 12372 --- [XNIO-1 task-1] com.cdt.blog.dao.BlogMapper.selectPage   : <==        Row: 21
2021-12-16 23:19:47.465 DEBUG 12372 --- [XNIO-1 task-1] com.cdt.blog.dao.BlogMapper.selectPage   : ==>  Preparing: SELECT id,title,first_picture,flag,views,appreciation,description,commentabled,published,recommend,share_statement,create_time,update_time FROM t_blog LIMIT ?,? 
2021-12-16 23:19:47.466 DEBUG 12372 --- [XNIO-1 task-1] com.cdt.blog.dao.BlogMapper.selectPage   : ==> Parameters: 5(Long), 5(Long)
